# -------------------------------------------
# 艦隊代號,  艦隊名稱      ,   艦娘一,   艦娘二,   艦娘三,   艦娘四,   艦娘五,   艦娘六
# -------------------------------------------
# 此行勿刪，新加的艦隊會自動加在此行下面
  taisen  ,  taisen        ,   雷改, 時雨改,   響改,   暁改, 陽炎改, 吹雪改,
  e1s     ,  第一支援艦隊  ,     雷改,     響改,   瑞鳳改,   翔鶴改,   山城改,  扶桑改,
  e1      ,  第一水雷艦隊  ,   川内改,   阿武隈, 五十鈴改,   雪風改,     電改,    暁改
  taiki   ,  待機          ,     大鳳改,         ,         ,         ,         ,
  kobe    ,  強爆惹        ,   赤城改,     大鳳改,   陸奥改,   金剛改,   扶桑改,   山城改



@ User defeined ID

# -------------------------------------------
# 圖鑑 ID, 圖鑑名稱, 暱稱, 載機量(分號區別)
# -------------------------------------------

# 戰艦
376 , 陸奥改    , mutu       ,
386 , 扶桑改    , fusou      ,
387 , 山城改    , yamasiro   ,
310 , 比叡改    , hiei       ,
309 , 金剛改    , kongou     ,
312 , 霧島改    , kirisima   ,
311 , 榛名改    , haruna     ,

# 正規空母
377 , 赤城改    , akagi      ,    20;20;32;10  , 82
156 , 大鳳改    , taihou     ,    30;24;24;8   , 86
153 , 大鳳      ,            ,    18;18;18;7   , 61
379 , 蒼龍改    , souryuu    ,    18;27;18;10  , 73
380 , 飛龍改    , hiryuu     ,    18;27;18;10  , 73
388 , 翔鶴改    , syoukaku   ,    24;24;24;12  , 84

# 輕型空母
113 , 瑞鳳改    , zuihou     ,    18;12;12;6   , 48

# 重巡洋艦
367 , 足柄改    , asigara    ,
371 , 摩耶改    , maya       ,
372 , 鳥海改    , cyoukai    ,
369 , 高雄改    , takao      ,

# 輕巡洋艦
390 , 阿武隈    , abukuma    ,
389 , 鬼怒改    , kinu       ,
324 , 那珂改    , naka       ,
323 , 神通改    , jintuu     ,
322 , 川内改    , sendai     ,
319 , 五十鈴改  , isuzu      ,
317 , 木曾改    , kiso       ,
316 , 多摩改    , tama       ,
314 , 龍田改    ,            ,
313 , 天龍改    ,            ,
315 , 球磨改    , kuma       ,
320 , 由良改    , yura       ,

# 驅逐艦
328 , 雪風改    , yukikaze   ,
325 , 陽炎改    , kagerou    ,
343 , 時雨改    , sigure     ,
301 , 吹雪改    , fubuki     ,
334 , 暁改      , akatuki    ,
335 , 響改      , hibiki     ,
336 , 雷改      , rai        ,
337 , 電改      , den        ,
355 , 如月改    ,            ,

# 潛水艇
126 , 伊168     , e168       ,
127 , 伊58      , e58        ,




@ Official ID

# -------------------------------------------
# 圖鑑 ID, 圖鑑名稱, 暱稱, 載機量(分號區別)
# -------------------------------------------

1   ,長門,
2   ,陸奥,
3   ,伊勢,
4   ,日向,
5   ,雪風,
6   ,赤城,
7   ,加賀,
8   , 蒼龍      ,            ,    12;27;18;7   , 64
9   , 飛龍      ,            ,    12;27;18;7   , 64
10  ,島風,
11  ,吹雪,
12  ,白雪,
13  ,初雪,
14  ,深雪,
15  ,叢雲,
16  ,磯波,
17  ,綾波,
18  ,敷波,
19  ,大井,
20  ,北上,
21  ,金剛,
22  ,比叡,
23  ,榛名,
24  ,霧島,
25  ,鳳翔,
26  ,扶桑,
27  ,山城,
28  ,天龍,
29  ,龍田,
30  ,龍驤,
31  ,睦月,
32  ,如月,
33  ,皐月,
34  ,文月,
35  ,長月,
36  ,菊月,
37  ,三日月,
38  ,望月,
39  ,球磨,
40  ,多摩,
41  ,木曾,
42  ,長良,
43  ,五十鈴,
44  ,名取,
45  ,由良,
46  ,川内,
47  ,神通,
48  ,那珂,
49  ,千歳,
50  ,千代田,
51  ,最上,
52  ,古鷹,
53  ,加古,
54  ,青葉,
55  ,妙高,
56  ,那智,
57  ,足柄,
58  ,羽黒,
59  ,高雄,
60  ,愛宕,
61  ,摩耶,
62  ,鳥海,
63  ,利根,
64  ,筑摩,
65  ,飛鷹,
66  ,隼鷹,
67  ,朧,
68  ,曙,
69  ,漣,
70  ,潮,
71  ,暁,
72  ,響,
73  ,雷,
74  ,電,
75  ,初春,
76  ,子日,
77  ,若葉,
78  ,初霜,
79  ,白露,
80  ,時雨,
81  ,村雨,
82  ,夕立,
83  ,五月雨,
84  ,涼風,
85  ,朝潮,
86  ,大潮,
87  ,満潮,
88  ,荒潮,
89  ,霰,
90  ,霞,
91  ,陽炎,
92  ,不知火,
93  ,黒潮,
94  ,祥鳳,
95  ,千歳改,
96  ,千代田改,
97  ,大井改,
98  ,北上改,
99  ,千歳甲,
100 ,千代田甲,
101 ,最上改,
102 ,伊勢改,
103 ,日向改,
104 ,千歳航,
105 ,千代田航,
106 ,翔鶴      ,            ,    21;21;21;12  , 75
107 ,瑞鶴,
108 ,瑞鶴改,
109 ,鬼怒,
110 ,阿武隈,
111 ,夕張,
112 , 瑞鳳      ,            ,    18;9;3       , 30
114 ,大井改二,
115 ,北上改二,
116 ,三隈,
117 ,三隈改,
118 ,初風,
119 ,舞風,
120 ,衣笠,
121 ,千歳航改二,
122 ,千代田航改二,
123 ,伊19,
124 ,鈴谷,
125 ,熊野,
128 ,伊8,
129 ,鈴谷改,
130 ,熊野改,
131 ,大和,
132 ,秋雲,
133 ,夕雲,
134 ,巻雲,
135 ,長波,
136 ,大和改,
137 ,阿賀野,
138 ,能代,
139 ,矢矧,
140 ,酒匂,
141 ,五十鈴改二,
142 ,衣笠改二,
143 ,武蔵,
144 ,夕立改二,
145 ,時雨改二,
146 ,木曾改二,
147 ,Верный,
148 ,武蔵改,
149 ,金剛改二,
150 ,比叡改二,
151 ,榛名改二,
152 ,霧島改二,
154 ,香取,
155 ,伊401,
157 ,龍驤改二,
158 ,川内改二,
159 ,神通改二,
160 ,那珂改二,
161 ,あきつ丸,
162 ,,
163 ,まるゆ,
164 ,弥生,
165 ,卯月,
166 ,あきつ丸改,
167 ,磯風,
168 ,浦風,
169 ,谷風,
170 ,浜風,
171 ,Bismarck,
172 ,Bismarck改,
173 ,Bismarck zwei,
174 ,Z1,
175 ,Z3,
176 ,Prinz Eugen,
177 ,Prinz Eugen改,
178 ,Bismarck drei,
179 ,Z1 zwei,
180 ,Z3 zwei,
181 ,天津風,
182 ,明石,
183 ,大淀,
184 ,大鯨,
185 ,龍鳳,
186 ,時津風,
187 ,明石改,
188 ,利根改二,
189 ,筑摩改二,
190 ,龍鳳改,
191 ,妙高改二,
192 ,那智改二,
193 ,足柄改二,
194 ,羽黒改二,
195 ,綾波改二,
196 ,飛龍改二,
197 ,蒼龍改二,
198 ,,
199 ,,
200 ,,
201 ,雲龍,
202 ,天城,
203 ,,
204 ,初春改二,
205 ,春雨,
206 ,雲龍改,
207 ,潮改二,
208 ,隼鷹改二,
209 ,早霜,
210 ,清霜,
211 ,扶桑改二,
212 ,山城改二,
213 ,朝雲,
214 ,山雲,
215 ,野分,
216 ,古鷹改二,
217 ,,
218 ,,
219 ,初霜改二,
220 ,,
221 ,秋月,
222 ,,
223 ,,
224 ,,
225 ,朝霜,
226 ,吹雪改二,
227 ,鳥海改二,
228 ,摩耶改二,
229 ,天城改,
230 ,,
231 ,U-511,
232 ,,
233 ,,
234 ,,
235 ,,
236 ,呂500,
237 ,,
238 ,,
239 ,,
240 ,,

